order_id,customer_id,order_date,revenue,product_category,payment_method
1,1,2022-05-13,44.96,Clothing,PayPal
2,1,2022-05-27,242.87,Beauty,PayPal
3,1,2022-08-11,81.5,Beauty,PayPal
4,1,2022-11-02,105.77,Sports,PayPal
5,2,2023-04-13,44.47,Sports,PayPal
6,2,2023-05-26,49.18,Electronics,Credit Card
7,2,2023-07-14,31.37,Beauty,Credit Card
8,3,2022-10-10,163.19,Electronics,PayPal
9,3,2022-11-21,83.92,Home,PayPal
10,3,2023-02-25,28.58,Sports,PayPal
11,3,2023-05-09,127.1,Beauty,PayPal
12,4,2022-07-28,111.78,Sports,Credit Card
13,4,2022-11-13,97.89,Home,PayPal
14,4,2022-12-24,42.58,Beauty,Credit Card
15,5,2022-05-05,118.95,Clothing,Credit Card
16,5,2022-06-30,40.09,Sports,PayPal
17,6,2022-02-13,50.83,Sports,Credit Card
18,6,2022-05-26,86.54,Clothing,PayPal
19,6,2022-07-15,13.04,Electronics,Credit Card
20,6,2022-11-08,59.33,Sports,Klarna
21,7,2023-12-17,58.89,Sports,Klarna
22,7,2024-01-31,41.77,Clothing,PayPal
23,7,2024-05-27,107.52,Sports,PayPal
24,7,2024-07-04,18.23,Sports,PayPal
25,8,2022-05-28,15.81,Beauty,Credit Card
26,9,2023-04-27,5.76,Electronics,PayPal
27,9,2023-07-26,47.2,Beauty,PayPal
28,9,2023-10-02,21.48,Sports,Klarna
29,9,2023-10-29,74.24,Home,Klarna
30,10,2022-10-22,98.87,Electronics,PayPal
31,10,2022-11-30,188.32,Electronics,PayPal
32,11,2022-12-10,164.38,Clothing,PayPal
33,11,2023-03-22,26.65,Beauty,Klarna
34,12,2023-05-23,114.41,Clothing,Credit Card
35,13,2022-07-20,64.37,Beauty,PayPal
36,13,2022-10-08,37.7,Home,PayPal
37,14,2023-04-27,204.41,Clothing,PayPal
38,14,2023-06-17,24.07,Beauty,Credit Card
39,14,2023-07-10,65.01,Home,Credit Card
40,15,2022-07-26,122.95,Electronics,PayPal
41,15,2022-11-07,104.2,Sports,PayPal
42,15,2022-11-27,202.49,Sports,Klarna
43,15,2022-12-03,102.5,Clothing,PayPal
44,15,2022-12-14,0.35,Electronics,PayPal
45,15,2023-03-20,32.04,Home,PayPal
46,15,2023-06-11,72.01,Electronics,PayPal
47,15,2023-09-27,57.44,Clothing,PayPal
48,16,2023-11-18,179.16,Home,Credit Card
49,16,2024-01-30,12.79,Electronics,PayPal
50,16,2024-04-20,126.59,Beauty,PayPal
51,17,2022-07-17,99.38,Home,Klarna
52,17,2022-09-26,46.86,Beauty,Credit Card
53,17,2022-12-20,68.39,Home,PayPal
54,17,2023-02-21,55.31,Beauty,Credit Card
55,17,2023-03-16,49.16,Beauty,Credit Card
56,18,2023-11-01,367.13,Clothing,PayPal
57,18,2023-11-24,46.73,Clothing,Credit Card
58,18,2024-02-04,94.69,Sports,Credit Card
59,18,2024-03-17,93.38,Beauty,Credit Card
60,18,2024-05-29,178.8,Home,Credit Card
61,18,2024-08-06,96.72,Sports,Klarna
62,18,2024-08-24,86.3,Beauty,Credit Card
63,18,2024-10-17,57.11,Electronics,Klarna
64,19,2023-01-12,139.17,Electronics,Credit Card
65,19,2023-02-22,50.17,Electronics,PayPal
66,19,2023-03-27,74.34,Beauty,PayPal
67,19,2023-04-20,34.73,Sports,PayPal
68,20,2023-03-07,165.85,Home,Credit Card
69,21,2023-08-01,57.98,Beauty,Credit Card
70,21,2023-11-17,108.95,Beauty,PayPal
71,21,2024-01-01,121.57,Sports,Klarna
72,21,2024-02-04,52.5,Sports,Klarna
73,21,2024-02-21,112.7,Beauty,Credit Card
74,21,2024-05-23,140.93,Beauty,Klarna
75,21,2024-07-28,16.0,Beauty,PayPal
76,22,2023-03-20,37.94,Beauty,Klarna
77,23,2023-03-06,199.77,Sports,Credit Card
78,23,2023-06-04,156.84,Home,PayPal
79,23,2023-06-26,53.11,Home,PayPal
80,24,2022-07-16,80.86,Beauty,PayPal
81,24,2022-08-20,20.3,Electronics,PayPal
82,25,2022-11-12,44.96,Electronics,Credit Card
83,25,2023-01-05,142.01,Clothing,Credit Card
84,25,2023-04-24,29.25,Electronics,PayPal
85,25,2023-05-19,47.84,Home,Credit Card
86,25,2023-06-21,109.69,Sports,Credit Card
87,25,2023-07-18,107.81,Home,Credit Card
88,25,2023-10-26,18.99,Clothing,PayPal
89,25,2023-11-06,54.83,Sports,PayPal
90,25,2023-12-10,101.25,Home,Credit Card
91,25,2024-01-06,63.24,Beauty,Credit Card
92,26,2022-08-22,172.77,Sports,Klarna
93,26,2022-10-07,80.08,Beauty,PayPal
94,26,2022-12-20,154.83,Home,PayPal
95,26,2023-03-17,100.96,Clothing,Credit Card
96,26,2023-06-03,68.46,Clothing,Klarna
97,27,2023-04-26,23.66,Electronics,PayPal
98,27,2023-08-03,126.66,Electronics,Klarna
99,27,2023-11-06,67.88,Electronics,Credit Card
100,27,2023-12-02,5.96,Electronics,Credit Card
101,28,2023-01-03,93.35,Sports,Credit Card
102,28,2023-04-14,31.48,Beauty,PayPal
103,29,2022-05-04,95.43,Electronics,Credit Card
104,29,2022-07-11,4.63,Home,Klarna
105,30,2022-10-13,67.47,Electronics,Credit Card
106,30,2022-11-13,129.54,Electronics,PayPal
107,30,2022-12-13,38.64,Beauty,Credit Card
108,31,2023-07-20,33.61,Beauty,PayPal
109,31,2023-10-07,53.12,Clothing,PayPal
110,31,2023-12-21,162.11,Sports,Credit Card
111,31,2023-12-28,127.83,Clothing,PayPal
112,32,2023-06-01,68.82,Sports,PayPal
113,33,2022-04-01,99.63,Electronics,PayPal
114,33,2022-05-17,8.05,Electronics,Credit Card
115,33,2022-07-11,139.39,Home,PayPal
116,33,2022-08-27,148.31,Sports,PayPal
117,33,2022-11-28,100.38,Electronics,Credit Card
118,34,2023-09-02,44.69,Beauty,PayPal
119,35,2024-03-09,28.78,Electronics,Credit Card
120,35,2024-06-03,67.66,Electronics,Klarna
121,36,2023-06-17,107.42,Sports,Credit Card
122,37,2024-02-01,51.98,Sports,PayPal
123,37,2024-05-08,50.92,Clothing,Klarna
124,37,2024-06-22,28.29,Electronics,Credit Card
125,37,2024-09-09,195.62,Electronics,Credit Card
126,37,2024-12-18,154.44,Sports,Credit Card
127,38,2022-08-11,41.15,Sports,Klarna
128,38,2022-09-16,29.15,Sports,Credit Card
129,38,2022-11-13,35.27,Sports,PayPal
130,38,2023-01-28,68.97,Home,Klarna
131,39,2023-12-05,66.72,Clothing,Klarna
132,39,2024-03-02,13.41,Beauty,PayPal
133,39,2024-04-03,177.19,Sports,Credit Card
134,39,2024-05-10,40.11,Home,Credit Card
135,39,2024-08-07,71.15,Electronics,Klarna
136,40,2023-09-13,17.74,Home,PayPal
137,41,2023-10-03,40.3,Home,Klarna
138,41,2023-10-26,35.78,Clothing,Klarna
139,41,2024-02-14,32.09,Electronics,Klarna
140,41,2024-03-28,84.26,Beauty,Credit Card
141,41,2024-07-13,141.63,Beauty,PayPal
142,41,2024-10-17,70.59,Electronics,Credit Card
143,42,2022-10-09,128.83,Home,PayPal
144,42,2022-12-04,17.91,Sports,Credit Card
145,43,2023-06-09,85.75,Electronics,PayPal
146,44,2022-07-20,195.96,Sports,PayPal
147,44,2022-11-13,138.42,Electronics,Credit Card
148,44,2023-03-12,91.07,Beauty,PayPal
149,45,2023-08-23,57.28,Electronics,Klarna
150,45,2023-08-30,70.94,Clothing,Klarna
151,45,2023-10-11,122.92,Beauty,Credit Card
152,45,2023-11-20,132.0,Clothing,Klarna
153,45,2024-02-05,58.3,Sports,Credit Card
154,46,2023-12-17,39.08,Beauty,Klarna
155,46,2024-03-23,54.14,Sports,Credit Card
156,47,2022-03-14,20.37,Clothing,Klarna
157,47,2022-04-22,95.23,Sports,Credit Card
158,47,2022-07-16,87.98,Home,Klarna
159,48,2022-07-19,82.75,Home,Credit Card
160,48,2022-11-09,75.57,Electronics,PayPal
161,48,2023-02-21,22.12,Electronics,PayPal
162,49,2022-12-11,32.09,Clothing,PayPal
163,49,2023-01-05,83.43,Clothing,PayPal
164,49,2023-04-12,210.22,Beauty,Klarna
165,49,2023-06-30,46.81,Beauty,PayPal
166,49,2023-08-03,94.12,Sports,Credit Card
167,49,2023-10-28,66.67,Home,PayPal
168,49,2023-12-25,116.17,Electronics,Credit Card
169,50,2023-03-10,70.6,Sports,PayPal
170,50,2023-06-27,39.25,Clothing,Credit Card
171,50,2023-07-30,205.98,Beauty,PayPal
172,50,2023-08-25,129.6,Beauty,PayPal
173,50,2023-09-04,155.78,Beauty,Klarna
174,50,2023-12-24,26.59,Beauty,Klarna
175,50,2024-01-24,105.68,Beauty,PayPal
176,50,2024-05-12,102.01,Home,Klarna
177,51,2023-09-14,31.16,Clothing,Credit Card
178,51,2023-10-06,71.45,Sports,Klarna
179,51,2023-12-21,44.51,Clothing,Credit Card
180,51,2024-01-05,75.23,Home,Klarna
181,51,2024-01-11,47.25,Electronics,PayPal
182,51,2024-03-17,51.43,Electronics,PayPal
183,52,2022-12-11,46.62,Electronics,PayPal
184,52,2023-01-29,100.47,Home,Klarna
185,52,2023-03-19,60.18,Home,Credit Card
186,52,2023-05-12,86.55,Sports,Credit Card
187,52,2023-05-24,181.52,Electronics,PayPal
188,52,2023-08-04,158.96,Home,PayPal
189,52,2023-10-18,42.88,Sports,PayPal
190,52,2023-12-23,34.94,Home,PayPal
191,52,2024-03-19,101.89,Clothing,PayPal
192,52,2024-06-01,204.11,Clothing,Credit Card
193,53,2022-04-14,21.09,Clothing,PayPal
194,54,2022-10-19,59.75,Beauty,PayPal
195,54,2022-11-18,5.12,Sports,Klarna
196,54,2023-03-04,55.56,Home,Credit Card
197,55,2023-03-17,12.84,Beauty,PayPal
198,55,2023-06-03,41.35,Beauty,PayPal
199,55,2023-08-02,89.69,Sports,PayPal
200,55,2023-11-27,116.84,Sports,Klarna
201,55,2023-12-04,128.01,Electronics,Credit Card
202,55,2024-01-26,61.82,Sports,Credit Card
203,55,2024-05-16,107.18,Clothing,Klarna
204,56,2023-10-19,126.03,Beauty,PayPal
205,56,2024-02-02,47.95,Beauty,PayPal
206,57,2023-03-31,20.72,Home,Credit Card
207,57,2023-07-15,122.72,Sports,Credit Card
208,58,2022-05-21,30.64,Clothing,PayPal
209,58,2022-07-01,59.04,Beauty,Credit Card
210,58,2022-08-12,35.05,Home,PayPal
211,59,2023-03-19,31.82,Beauty,PayPal
212,59,2023-05-01,90.76,Clothing,Credit Card
213,59,2023-05-19,40.72,Clothing,Credit Card
214,59,2023-06-21,27.5,Beauty,Klarna
215,60,2023-04-08,56.38,Home,PayPal
216,60,2023-06-13,71.65,Beauty,PayPal
217,60,2023-06-21,112.67,Beauty,Klarna
218,61,2023-06-17,87.1,Sports,PayPal
219,62,2023-07-26,143.29,Clothing,PayPal
220,62,2023-10-03,43.99,Home,PayPal
221,62,2023-11-30,77.64,Beauty,PayPal
222,63,2022-05-26,10.69,Clothing,Credit Card
223,64,2022-10-11,73.08,Beauty,Credit Card
224,64,2022-11-30,186.7,Clothing,PayPal
225,64,2023-02-03,68.65,Beauty,Credit Card
226,65,2022-05-14,49.4,Sports,PayPal
227,65,2022-07-29,44.81,Sports,Credit Card
228,65,2022-08-22,49.36,Sports,Credit Card
229,66,2023-08-01,176.02,Sports,Credit Card
230,66,2023-10-21,149.91,Beauty,Credit Card
231,67,2023-02-10,50.77,Beauty,Klarna
232,67,2023-04-05,99.05,Home,Credit Card
233,67,2023-07-01,83.52,Beauty,PayPal
234,67,2023-08-17,329.16,Clothing,Klarna
235,68,2022-04-22,255.36,Clothing,PayPal
236,68,2022-08-17,134.69,Clothing,PayPal
237,68,2022-12-11,42.31,Electronics,Credit Card
238,68,2023-03-06,74.05,Home,Klarna
239,68,2023-04-30,110.51,Electronics,Credit Card
240,68,2023-06-19,41.88,Sports,Credit Card
241,69,2023-03-13,94.64,Beauty,Credit Card
242,69,2023-06-16,53.61,Beauty,PayPal
243,69,2023-08-31,318.34,Beauty,Credit Card
244,69,2023-10-11,135.66,Home,PayPal
245,69,2024-01-17,279.88,Beauty,Klarna
246,70,2023-10-01,18.02,Home,PayPal
247,70,2023-10-20,38.88,Clothing,Credit Card
248,71,2022-06-02,87.54,Beauty,Credit Card
249,71,2022-08-25,34.7,Electronics,Credit Card
250,71,2022-12-05,110.35,Clothing,Credit Card
251,71,2023-02-07,110.96,Sports,PayPal
252,72,2023-06-23,8.92,Electronics,Klarna
253,72,2023-10-13,207.19,Beauty,Klarna
254,72,2024-01-28,71.96,Sports,Credit Card
255,73,2023-02-19,162.44,Beauty,PayPal
256,74,2023-10-12,140.19,Beauty,Credit Card
257,74,2024-01-31,103.22,Beauty,PayPal
258,74,2024-05-27,44.5,Sports,PayPal
259,75,2022-08-02,25.33,Home,PayPal
260,75,2022-09-30,46.37,Home,PayPal
261,75,2022-11-06,32.03,Clothing,PayPal
262,75,2022-12-21,190.19,Sports,PayPal
263,75,2023-02-06,46.08,Home,Klarna
264,75,2023-03-24,47.47,Clothing,PayPal
265,75,2023-06-03,90.67,Clothing,Credit Card
266,75,2023-08-23,68.17,Beauty,PayPal
267,75,2023-11-08,52.13,Sports,Klarna
268,76,2022-08-09,73.39,Clothing,Klarna
269,76,2022-11-12,20.91,Beauty,PayPal
270,76,2022-12-09,86.88,Sports,Klarna
271,76,2023-03-16,85.45,Beauty,Klarna
272,76,2023-03-24,23.25,Electronics,Credit Card
273,77,2022-11-19,14.74,Home,Credit Card
274,77,2023-01-12,90.5,Sports,Credit Card
275,77,2023-03-21,170.31,Electronics,Credit Card
276,78,2022-10-14,37.46,Beauty,Credit Card
277,78,2022-10-31,151.33,Electronics,Credit Card
278,78,2023-02-06,74.49,Clothing,PayPal
279,78,2023-05-17,60.42,Home,PayPal
280,78,2023-07-19,3.44,Beauty,Klarna
281,78,2023-08-13,140.11,Sports,Credit Card
282,78,2023-10-23,0.54,Clothing,Credit Card
283,78,2023-12-01,46.14,Beauty,Klarna
284,79,2023-05-08,68.59,Clothing,PayPal
285,79,2023-08-30,134.54,Sports,Credit Card
286,79,2023-10-16,61.24,Home,PayPal
287,80,2023-06-03,30.25,Sports,Klarna
288,80,2023-08-11,153.15,Beauty,PayPal
289,81,2022-10-14,43.39,Electronics,PayPal
290,81,2023-01-01,55.96,Home,Credit Card
291,81,2023-02-26,69.09,Clothing,Klarna
292,81,2023-04-19,18.9,Sports,PayPal
293,82,2022-11-28,15.73,Electronics,Credit Card
294,82,2023-01-27,23.89,Clothing,Credit Card
295,82,2023-03-12,39.33,Clothing,Credit Card
296,82,2023-04-01,10.15,Beauty,PayPal
297,82,2023-04-09,111.56,Sports,Credit Card
298,83,2023-01-21,83.62,Home,Klarna
299,84,2022-04-02,54.44,Sports,Credit Card
300,84,2022-04-09,22.42,Home,Klarna
301,84,2022-07-31,48.49,Home,PayPal
302,84,2022-10-04,15.62,Beauty,PayPal
303,84,2023-01-18,71.59,Electronics,PayPal
304,85,2022-11-15,58.57,Clothing,Credit Card
305,86,2022-07-31,21.31,Clothing,PayPal
306,86,2022-08-16,124.19,Beauty,PayPal
307,86,2022-10-05,31.09,Sports,PayPal
308,86,2022-10-24,68.34,Sports,PayPal
309,86,2022-11-16,52.67,Beauty,Credit Card
310,87,2023-03-05,7.67,Beauty,PayPal
311,87,2023-05-25,65.72,Home,PayPal
312,88,2023-06-12,87.87,Electronics,Credit Card
313,89,2022-02-15,9.99,Sports,PayPal
314,89,2022-02-24,78.07,Beauty,Credit Card
315,89,2022-03-07,4.58,Beauty,PayPal
316,90,2022-06-12,18.83,Beauty,Klarna
317,90,2022-09-11,81.38,Clothing,Klarna
318,91,2022-02-11,72.6,Home,Credit Card
319,91,2022-02-23,93.54,Clothing,PayPal
320,91,2022-04-20,65.2,Electronics,PayPal
321,91,2022-07-19,102.79,Electronics,PayPal
322,91,2022-10-01,23.45,Sports,Klarna
323,91,2023-01-25,109.33,Clothing,PayPal
324,92,2022-03-22,16.78,Clothing,Credit Card
325,92,2022-04-14,138.53,Sports,PayPal
326,92,2022-07-05,20.92,Sports,Credit Card
327,92,2022-09-16,33.83,Beauty,PayPal
328,93,2023-06-16,49.98,Beauty,Credit Card
329,94,2022-12-28,170.23,Electronics,Credit Card
330,94,2023-03-28,58.1,Home,PayPal
331,94,2023-04-18,141.86,Beauty,PayPal
332,94,2023-06-25,133.38,Beauty,Klarna
333,94,2023-09-09,103.81,Electronics,PayPal
334,94,2023-12-31,83.6,Electronics,PayPal
335,95,2022-07-04,253.21,Clothing,PayPal
336,95,2022-07-29,84.24,Clothing,PayPal
337,95,2022-09-02,31.9,Clothing,PayPal
338,96,2023-12-02,55.82,Home,Credit Card
339,96,2024-01-05,35.23,Sports,PayPal
340,96,2024-01-21,60.3,Clothing,Credit Card
341,96,2024-01-28,31.51,Beauty,PayPal
342,96,2024-02-17,134.9,Electronics,Credit Card
343,96,2024-04-04,85.32,Electronics,PayPal
344,97,2023-06-18,14.48,Home,Klarna
345,97,2023-10-14,144.74,Sports,Klarna
346,97,2023-12-10,42.96,Sports,Credit Card
347,97,2023-12-16,95.32,Home,PayPal
348,97,2024-02-21,56.92,Beauty,PayPal
349,98,2022-05-10,151.5,Beauty,Credit Card
350,99,2022-09-10,96.79,Beauty,PayPal
351,99,2022-11-03,39.61,Home,PayPal
352,99,2023-01-27,72.79,Beauty,Klarna
353,100,2023-09-02,176.74,Electronics,Credit Card
354,100,2023-09-17,122.69,Clothing,Credit Card
355,100,2023-10-29,35.51,Home,PayPal
356,100,2024-01-20,66.1,Clothing,PayPal
357,100,2024-04-27,143.33,Home,Credit Card
358,100,2024-05-06,80.02,Sports,Credit Card
359,100,2024-05-22,67.19,Home,PayPal
360,100,2024-05-29,25.27,Electronics,Klarna
361,100,2024-08-29,9.77,Home,PayPal
362,101,2023-10-10,36.83,Electronics,PayPal
363,102,2023-04-05,133.68,Home,PayPal
364,102,2023-04-13,9.59,Beauty,Klarna
365,102,2023-07-17,49.81,Sports,Credit Card
366,103,2023-11-30,40.01,Home,Klarna
367,104,2023-04-07,43.92,Home,Credit Card
368,105,2023-01-05,87.77,Sports,PayPal
369,105,2023-04-02,12.05,Sports,Credit Card
370,105,2023-07-30,88.23,Home,Credit Card
371,105,2023-10-21,52.97,Clothing,PayPal
372,105,2023-12-08,21.77,Electronics,Klarna
373,105,2024-03-29,32.11,Beauty,Klarna
374,106,2023-03-14,134.72,Electronics,Klarna
